"","raz_social","X","id","nom_estab","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","ctarfc"
"421","OPERADORA HOTELERA LA RAZA SA DE CV",485,9276446,"HOTEL ONE",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","Geranio","CALLE","Sándalo","CALLE","Tilos","OTRO (ESPECIFIQUE)","Ninguno",3,"","","",0,"","COLONIA","SANTA MARIA INSURGENTES","","","",6430,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","57",18,NA,"","WWW.ONEHOTELS.COM","Fijo",19.46295807,-99.14864597,"2020-11","OHR170525EI1"
"422","OPERADORA HOTELERA LORE SA DE CV",355,6259204,"HOTEL JAMAICA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","SUR 79","CALLE","ORIENTE 82","CALLE","NINGUNO","CALLE","SUR 79",4112,"","","",NA,"","COLONIA","AMPLIACION ASTURIAS","","","",6890,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","152A",9,NA,"","","Fijo",19.40707025,-99.12706771,"2010-07","OHL880728T40"
"423","OPERADORA HOTELERA MICHELANGELO SA DE CV",64,6735629,"EXE CITY EX REFORMA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","ROMA","CALLE","DINAMARCA","CALLE","AV DE LOS INSURGENTES SUR","CALLE","NINGUNO",40,"","","",0,"","COLONIA","JUÁREZ","PASAJE Y ANDADOR COMERCIAL","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","803",3,NA,"","WWW.EUROSTARSHOTELS.COM.MX","Fijo",19.42975734,-99.15933475,"2016-10","OHM060629T6A"
"424","OPERADORA HOTELERA MICHELANGELO SA DE CV",61,6258447,"EUROSTAR SUITES REFORMA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","RÍO AMAZONAS","CALLE","RÍO LERMA","AVENIDA","PASEO DE LA REFORMA","CALLE","RÍO GUADIANA",78,"","","",0,"","COLONIA","CUAUHTÉMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","837",1,NA,"","WWW.EROSTARSHOTELS.COM.MX","Fijo",19.43057199,-99.16323994,"2014-12","OHM060629T6A"
"425","OPERADORA HOTELERA ROYAL SA DE CV",334,6257969,"HOTEL HOLIDAY INN",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCIÓN)","CALLE","18","CALLE","14","AVENIDA","PRIMERO DE MAYO",583,"","","",0,"","COLONIA","SAN PEDRO DE LOS PINOS","","","",3800,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","346",9,NA,"","","Fijo",19.387812,-99.186343,"2010-07","OHR980618BLA"
"426","OPERADORA HOTELERA ZONA ROSA SA DE CV",62,6318362,"EUROSTAR ZONA ROSA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","LONDRES","CALLE","AMBERES","CALLE","GÉNOVA","CALLE","HAMBURGO",115,"","","",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","095A",8,NA,"","WWW.EUROESTARSUITSZONAROSA.COM","Fijo",19.42540892,-99.16414743,"2010-07","OHZ060629US8"
"427","OPERADORA INSTITUCION SA DE CV",209,6317407,"HOTEL COMFORT INN SANTA FE",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AUTOPISTA","México-Toluca (Prolongación Paseo de la Reforma)","CALLE","B","CALLE","SIN REFERENCIA","PROLONGACION","MÉXICOTOLUCA (PROLONGACIÓN PASEO DE LA REFORMA)",557,"","","",0,"","COLONIA","PASEOS DE LAS LOMAS","","","",1330,9,"CIUDAD DE MÉXICO",10,"Álvaro Obregón",1,"Álvaro Obregón","1379",69,NA,"","WWW.HOTELCONFORTINNSANTAFE.COM","Fijo",19.37488888,-99.26130746,"2014-12","OIN0604251W6"
"428","OPERADORA INSURGENTES SA DE CV",348,6258221,"HOTEL INN SUR",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","INSURGENTES SUR","CALLE","LIMANTITLA","ANDADOR","MAXAS","ANDADOR","MAXAS",4265,"","","",NA,"","COLONIA","SANTA ÚRSULA XITLA","","","",14420,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1072",2,NA,"HOTEL.INNSUR@GMAIL.COM","WWW.HOTEL.INNSUR.COM.MX","Fijo",19.28167175,-99.17336587,"2010-07","OIN951009SF6"
"429","OPERADORA ISA SA DE CV",789,6693770,"OPERADORA ISA",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","AVENIDA DE LAS NACIONES","AVENIDA","DAKOTA","CALLE","INSURGENTES SUR","CALLE","FILADELFIA",38,"","WORLD TRADE CENTER","PISO 35",35,"","COLONIA","NÁPOLES","EDIFICIO COMERCIAL Y DE SERVICIOS","WORLD TRADE CENTER","",3810,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","219",1,NA,"","","Fijo",19.39474961,-99.17375715,"2016-01","OIS9706301K7"
"430","OPERADORA ISA SA DE CV",668,869814,"HOTEL VILLA MEXICANA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","DE LAS NACIONES","AVENIDA","INSURGENTES SUR","CALLE","DAKOTA","CALLE","FILADELFIA",38,"","","",36,"","COLONIA","NÁPOLES","","","",NA,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","219",1,NA,"WTCVILLAS-PAGOS@HOTMAIL.COM","WWW.VILLAMEXICANA.COM","Fijo",19.39469969,-99.17354812,"2010-07","OIS9706301K7"
"431","OPERADORA ISA SA DE CV",788,8442302,"OPERADORA ISA",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","AVENIDA","AVENIDA DE LAS NACIONES","CALLE","DAKOTA","AVENIDA","INSURGENTES SUR","CALLE","FILADELFIA",38,"","WORLD TRADE CENTER","PISO 35",NA,"OFICINA 14","COLONIA","NAPOLES","EDIFICIO COMERCIAL Y DE SERVICIOS","WORLD TRADE CENTER","OFICINA 14",3810,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","219",1,NA,"","WWW.HOTELIRMA.COM.MX","Fijo",19.39467376,-99.17343953,"2019-11","OIS9706301K7"
"432","OPERADORA LOS SACEDA SA DE CV",53,6797809,"ECO HOTEL",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","GRAL.IGNACOZARAGOZA","CALLE","MOCTEZUMA","CALLE","CARLOS J. MENESES","CALLE","CARLOS J. MENESES",114,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","502",19,NA,"","","Fijo",19.44395002,-99.14929175,"2017-11","OSA160114QWA"
"433","OPERADORA METROPOL SA DE CV",206,6317398,"HOTEL CITY EXPRESS REFORMA EL ÁNGEL",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","PASEO DE LA REFORMA","CALLE","BERNA","EJE VIAL","2 PONIENTE (FLORENCIA)","CALLE","BERNA",334,"","","",0,"","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","945",8,NA,"CEANG.CONTADOR@CITYEXPRESS.COM.MX","WWW.CITYEXPRES.COM","Fijo",19.42639454,-99.1669408,"2014-12","OME870331DAA"
"434","OPERADORA NACIONAL HISPANA SA DE CV",769,6318276,"NH MEXICO CITY CENTRO HISTORICO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","PALMA","CALLE","16 DE SEPTIEMBRE","CALLE","VENUSTIANO CARRANZA","CALLE","5 DE FEBRERO",42,"","","",NA,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","818",9,NA,"","WWW.NH-HOTELS.COM","Fijo",19.43162318,-99.13535814,"2010-07","ONH970520T89"
"435","OPERADORA NACIONAL HISPANA SA DE CV",790,6320052,"OPERADORA NACIONAL HISPANA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","LIVERPOOL","EJE VIAL","2 PONIENTE (FLORENCIA)","CALLE","AMBERES","CALLE","LONDRES",155,"","","",2,"","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","095A",6,NA,"","","Fijo",19.42398605,-99.16485851,"2010-07","ONH970520T89"
"436","OPERADORA NOCHEBUENA SA DE CV",260,6314370,"HOTEL EL DIPLOMATICO",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","INSURGENTES SUR","CALLE","BOSTON","CALLE","PORFIRIO DÍAZ","CALLE","CAROLINA",1105,"","","",0,"","COLONIA","NOCHEBUENA","","","",3720,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","577",12,NA,"RESERVACIONES@ELDIPLOMATICO.COM.MX","WWW.ELDOPLOMATICO.COM","Fijo",19.3804025,-99.17694656,"2010-07","ONO960328UT2"
"437","OPERADORA NOCHEBUENA SA DE CV",86,9300691,"HAUSUITES",721111,"Hoteles con otros servicios integrados","6 a 10 personas","AUTOPISTA","MEXICO-TOLUCA","CALLE","JUAN SORDO MADALENO","CALLE","JUAN O GORMAN","AVENIDA","SANTA FE",1190,"","","",NA,"TORRE B","COLONIA","CRUZ MANCA","","","",5349,9,"CIUDAD DE MÉXICO",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","369",69,NA,"ADMINISTRACION@HAUSUITES.MX","WWWHAUSUITES.MX","Fijo",19.36072767,-99.27048648,"2020-11","ONO960328UT2"
"438","OPERADORA ORGAL SA DE CV",465,6259221,"HOTEL MUY",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","MAESTRO ANTONIO CASO","CALLE","MANUEL MARIA CONTRERAS","CALLE","GABINO BARREDA","CALLE","JAMES SULLIVAN",144,"","","",NA,"","COLONIA","SAN RAFAEL","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","678",20,NA,"","","Fijo",19.43520684,-99.16468084,"2010-07","OOR910507CU3"
"439","OPERADORA PAGANDO Y DURMIENDO",185,9274651,"HOTEL CASA NUEVO LEON",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","Nuevo León","AVENIDA","Michoacán","CALLE","Ozuluama","AVENIDA","Amsterdam",1028,"","","",0,"","COLONIA","HIPODROMO","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1197",12,NA,"NUEVOLEONHOTEL@GMAIL.COM","WWW.LACASANUEVOLEON.COM","Fijo",19.41038744,-99.17268487,"2020-11","OPD1507283A5"
"440","OPERADORA PARK DECO S DE RL DE CV",184,8530404,"HOTEL CASA MALI BY DOMINION",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","MEXICO","CALLE","CHILPANCINGO","CALLE","IZTACCIHUATL","AVENIDA","AMSTERDAM",107,"","","",NA,"","COLONIA","HIPODROMO","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1341",19,NA,"","WWW.DOMINIONCONDESA.COM","Fijo",19.41024872,-99.17022564,"2019-11","OPD1311265G7"
"441","OPERADORA PLAZA DIAMANTE S DE RL DE CV",632,6259139,"HOTEL TEMPLO MAYOR",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","SAN ILDEFONSO","CALLE","REPUBLICA DE ARGENTINA","CALLE","CALLE DEL CARMEN","CALLE","JUSTO SIERRA",26,"","","",NA,"","COLONIA","CENTRO (ÁREA 3)","","","",6020,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","752",7,NA,"","WWW.HOTELTEMPLOMAYOR.COM","Fijo",19.43626815,-99.12976309,"2010-07","OPD951117TV0"
"442","OPERADORA REAL CADIZ SA DE CV",21,6307114,"CAMINO REAL",721112,"Hoteles sin otros servicios integrados","251 y más personas","CALLE","FUNDIDORA MONTERREY","CALLE","PUERTO MÉXICO","CALLE","CHIMALHUACÁN","CALLE","PUERTO MÉXICO",89,"","","",0,"","COLONIA","PE ON DE LOS BA OS","OTRO CONGLOMERADO","HOTEL CAMINO REAL","SN",15520,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","475",12,NA,"ADRIAN.VEGA@CAMINOREAL.COM.MX","WWW.CAMINOREAL.COM.MX","Fijo",19.43578832,-99.08520292,"2014-12","ORC0401262G1"
"443","OPERADORA REFORMA AVENUE SA DE CV",559,6304490,"HOTEL REFORMA AVENUE",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","DONATO GUERRA","AVENIDA","PASEO DE LA REFORMA","CALLE","ABRAHAM GONZÁLEZ","AVENIDA","MORELOS",24,"","","",0,"","COLONIA","COLONIA JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","803",11,NA,"RECPCION@HOTELREFORMA.COM.MX","","Fijo",19.43350714,-99.15240069,"2010-07","ORA970822269"
"444","OPERADORA RODALZAR SA DE CV",127,6325305,"HOTEL ARENA",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","CLAUDIO BERNARD","CALLE","DOCTOR MACÍAS","CALLE","DOCTOR C. LICEAGA","CALLE","DOCTOR C. LICEAGA",112,"","","",0,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1534",2,NA,"","","Fijo",19.42242254,-99.15055059,"2010-07","ORO070907I76"
"445","OPERADORA ROSAS MORENO SA DE CV",607,6304957,"HOTEL SEVILLA",721112,"Hoteles sin otros servicios integrados","31 a 50 personas","CALLE","SERAPIO RENDON","CALLE","MAESTRO ANTONIO CASO","CALLE","JAMES SULLIVAN","CALLE","SADI CARNOT",124,"","","",NA,"","COLONIA","SAN RAFAEL","","","",6470,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","697",12,NA,"GERENCIA@SEVILLA.COM.MX","WWW.SEVILLA.COM.MX","Fijo",19.43322425,-99.16077061,"2010-07","ORM980304QV6"
"446","OPERADORA SAN LAZARO SA DE CV",592,6306848,"HOTEL SAN LAZARO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","CALLE","GUILLERMO PRIETO","CALLE","COYUYA",480,"","","",NA,"","COLONIA","PUEBLO MAGDALENA MIXHUCA","","","",15860,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","1416",23,NA,"OPERADORASANLAZARO@GMAIL.COM","","Fijo",19.40629625,-99.12141993,"2010-07","OSL070907BS1"
"447","OPERADORA SONORA SA DE CV",615,6325060,"HOTEL SONORA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","REPUBLICA DE PERU","CALLE","ALLENDE","CALLE","REPUBLICA DE CHILE","PEATONAL","MARIANA DEL TORO DE LAZARIN",39,"","","",NA,"","COLONIA","CENTR0","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","644",16,NA,"","","Fijo",19.43949778,-99.13719522,"2010-07","OSO920625MT0"
"448","OPERADORA TORREMOLINOS SA DE CV",640,6306303,"HOTEL TORREMOLINOS",721111,"Hoteles con otros servicios integrados","51 a 100 personas","EJE VIAL","3 NORTE (CUITLAHUAC)","CALLE","CENTRAL SUR","CALLE","16","CALLE","11",339,"","","",NA,"","COLONIA","PRO HOGAR","","","",2600,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","398",23,NA,"TORREMOLINOS@PRODIGY.NET.MX","WWW.HOTELRESTAURANTETORREMOLINOS.COM","Fijo",19.47384197,-99.158851,"2010-07","OTO930517EC0"
"449","OPERADORA TURISTICA EMPORIO REFORMA SA DE CV",59,1042268,"ESTACIONAMIENTO PÚBLICO PERTENECIENTE AL HOTEL EMPORIO",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","GENERAL PRIM","CALLE","MILÁN","CALLE","VIENA","CALLE","LUCERNA",114,"","","",0,"","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","856",16,NA,"","","Fijo",19.43108662,-99.15731956,"2010-07","OTE0902104Q2"
"450","OPERADORA TURISTICA EMPORIO REFORMA SA DE CV",274,6258444,"HOTEL EMPORIO",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","PASEO DE LA REFORMA","CALLE","MILÁN","CALLE","GENERAL PRIM","CALLE","ATENAS",124,"","","",0,"SN","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","803",6,NA,"MEXICO.RESERVACIONES@HOTELESEMPORIO.COM","WWW.HOTELESEMPORIO.COM","Fijo",19.43172292,-99.15694685,"2014-12","OTE0902104Q2"
"451","OPERADORA TURISTICA ORIGEN SA DE CV",20,6259156,"BUSUE HOTEL",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","EUGENIO SUE","AVENIDA","EMILIO CASTELAR","AVENIDA","PRESIDENTE MASARYK","CALLE","ARISTÓTELES",45,"","","",0,"","COLONIA","CHAPULTEPEC POLANCO","","","",NA,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","779",6,NA,"RESERVACIONES@BUSUEHOTEL.COM","WWW.BUSUEHOTEL.COM","Fijo",19.43047808,-99.19436554,"2010-07","OTO101013461"
"452","OPERADORA VASCO DE QUIROGA SA DE CV",338,6258450,"HOTEL HOLIDAY INN SUITES MEXICO ZONA ROSA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","LONDRES","CALLE","DINAMARCA","CALLE","NÁPOLES","CALLE","HAMBURGO",15,"","","",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","841",9,NA,"CUARTOS@HIMEXZR.COM.MX","WWW.HIZONAROSA.COM","Fijo",19.42837781,-99.15788879,"2014-12","OVQ0011015B6"
"453","OPERADORA VISTA ALEGRE SA DE CV",679,6324989,"HOTEL VISTA ALEGRE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","PROLONGACION ZARAGOZA","CALLE","URANO","CALZADA","SAN SIMON","EJE VIAL","1 PONIENTE (PROLONGACIÓN GUERRERO)",33,"","","",NA,"","COLONIA","SAN SIMON TOLNAHUAC","","","",6920,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","76",4,NA,"","","Fijo",19.45851158,-99.1458043,"2010-07","OVA990531CA5"
"454","OPERADORES DE HOTELES CHAHUE SA DE CV",189,6318184,"HOTEL CASTILLO HUATULCO AGENCIA DE VIAJES",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","NOGAL","CALLE","AMADO NERVO","CALLE","HORTENSIA","CALLE","CEDRO",45,"","EDIFICIO SIN NOMBRE","PISO 3",201,"","COLONIA","SANTA MARIA LA RIBERA","","","",6400,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","593",7,NA,"CONTABILIDAD@HOTELCASTILOHUTULCO.COM","WWW.CASTILLOHUATULCO.COM","Fijo",19.44505041,-99.1645219,"2010-07","OHC151211KJ2"
"455","OPREM 390 SA DE CV",386,6257298,"HOTEL LAS ALCOBAS",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","PRESIDENTE MASARYK","CALLE","FERROCARRIL DE CUERNAVACA (CICLOPISTA)","CALLE","JUAN VÁZQUEZ DE LA MELLA","AVENIDA","EMILIO CASTELAR",390,"A","","",0,"","COLONIA","POLANCO","","","",11560,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","075A",10,NA,"RLECHUGA@LASALCOBAS.COM","WWW.LASALCOBAS.COM","Fijo",19.43168842,-99.19780164,"2010-07","OTN0210236S1"
"456","PANA SA DE CV",212,6323645,"HOTEL CONDESA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALZADA","CALZADA DE TLALPAN","CALLE","EMPERADORES","EJE VIAL","7-A SUR  GENERAL EMILIANO ZAPATA","CALLE","FRANCISCO MÁRQUEZ",911,"","","",NA,"","COLONIA","NIÑOS HÉROES DE CHAPULTEPEC","","","",3430,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","308",22,NA,"HOTEL.CONDESA@LIVE.COM.MX","","Fijo",19.38693031,-99.13932209,"2010-07","PAN9110173B5"
"457","PANSOR SA DE CV",661,6323622,"HOTEL VERMONT",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","VERMONT","CALLE","DAKOTA","CALLE","COLORADO","CALLE","OHIO",29,"","","",NA,"","COLONIA","NÁPOLES","","","",3810,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","219",21,NA,"CONTROLADORA@HOTELVERMONT.COM.MX","WWW.HOTELVERMONT.COM.MX","Fijo",19.3973716,-99.17259397,"2010-07","PAN791218Q97"
"458","PARADOR REAL SA DE CV",498,6324389,"HOTEL PARADOR REAL",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","SANTA CRUZ","AVENIDA","VÍCTOR HUGO","CALLE","ANTILLAS",1289,"","","",0,"","COLONIA","PORTALES","","","",3570,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","789",16,NA,"PARADORREAL@PRODIGY.NET.MX","WWW.PARADORREAL.COM.MX","Fijo",19.37009488,-99.14183646,"2010-07","PRE7211062CA"
"459","PARAISO CAMPECHE HOTEL SA DE CV",267,6325020,"HOTEL EL PARAISO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","CAMPECHE","CALLE","CHAMPOTON","CALLE","CUYUTLAN","CALLE","AGUASCALIENTES",186,"","","",NA,"","COLONIA","ROMA SUR","","","",6760,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1356",9,NA,"HOTELPARAISOCAMPECHE@HOTMAIL.COM","","Fijo",19.40936205,-99.16660559,"2010-07","PCH9203102K4"
"460","PARAISO PERISUR SA DE CV",501,6314458,"HOTEL PARAISO RADISSON",721111,"Hoteles con otros servicios integrados","251 y más personas","CALLE","LA CUSPIDE","CALLE","ZACATÉPETL","CALLE","CAUCE","CALLE","ALBORADA",53,"","","",NA,"","COLONIA","PARQUES DEL PEDREGAL","","","",14010,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","74",15,NA,"GACONTA@RADISSON.COM.MX","WWW.RADISSON.COM.MX","Fijo",19.30204352,-99.19008655,"2010-07","PPE860612QN3"
"461","PASEO DE LA REFORMA 374 SA DE CV",624,6325013,"HOTEL SUITES REFORMA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","PASEO DE LA REFORMA","CALLE","OXFORD","CALLE","VARSOVIA","CERRADA","VARSOVIA",374,"","","",NA,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","945",1,NA,"","","Fijo",19.42568697,-99.16926647,"2010-07","PRT010927N62"
"462","PATACAS SA DE CV",258,6325783,"HOTEL EL CASTRO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","SINALOA","EJE VIAL","2 PONIENTE (MONTERREY)","AVENIDA","INSURGENTES SUR","PEATONAL","2 PONIENTE (MONTERREY)",32,"","","",0,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","998",13,NA,"HOTE.CASTRO@LIVE.COM.MX","","Fijo",19.42116493,-99.16489976,"2010-07","PAT920116856"
"463","PEDRAS SA DE CV",241,6323633,"HOTEL DEL REY",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","MIGUEL ALEMAN","AVENIDA","DIVISIÓN DEL NORTE","AVENIDA","SAN FRANCISCO","EJE VIAL","4 SUR (XOLA)",9,"","","",NA,"","COLONIA","DEL VALLE","","","",3100,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","45",11,NA,"HOTEL.DELREY@LIVE.COM.MX","","Fijo",19.39972561,-99.16950923,"2010-07","PED910307IBA"
"464","PEFERAMA SA",229,6304872,"HOTEL COZUMEL",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","DOCTOR BARRAGÁN","CALLE","DOCTOR C. LICEAGA","CALLE","DOCTOR J. NAVARRO","CALLE","DOCTOR AGUSTÍN ANDRADE",79,"","","",0,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",13,NA,"BETCRIS72@YAHOO.COM.MX","","Fijo",19.41995949,-99.14435836,"2010-07","PEF750301BS7"
"465","PERAMA SA DE CV",370,6305073,"HOTEL LA FUENTE",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","OROZCO Y BERRA","CALLE","ZARAGOZA","EJE VIAL","1 PONIENTE (GUERRERO)","AVENIDA","PUENTE DE ALVARADO",18,"","","",0,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",20,NA,"HOTELLAFUENTE.DF@HOTMAIL.COM","","Fijo",19.43912185,-99.14929383,"2010-07","PER900515HS2"
"466","PLAYA INTERNACIONAL SA DE CV",796,6325292,"PLAYA INTERNACIONAL HOTEL",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","NEZAHUALCOYOTL","CALLE","CALLEJON IGUALDAD","CALLE","BOLIVAR","AVENIDA","JOSÉ MARÍA IZAZAGA",52,"","","",NA,"","MANZANA","CENTR0","","","",6080,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","964",13,NA,"","","Fijo",19.42557023,-99.14006114,"2010-07","PIN9601032J7"
"467","PLAYA PONIENTE SA DE CV",68,6310646,"FI ACAPULCO",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","MONTES URALES NORTE","CALLE","PELVOUX","AVENIDA","PASEO DE LA REFORMA","CALLE","PRADO SUR",635,"","","",0,"","COLONIA","LOMAS DE CHAPULTEPEC","","","",11000,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","995",18,NA,"CONTADORPP@CORPOMET.COM.MX","","Fijo",19.42626184,-99.20438437,"2013-07","PPO9412076U4"
